,Australia,Canada,France,Japan,United States
IT 8*14,-0.0013921885055908634,-0.003889141184154954,0.008909543273741327,-0.19114728351610832,0.03527721520215543
IT 8*15,0.0028508688567951967,0.005965401349275146,0.025458923501104402,-0.0604088172987961,0.03527721520215543
IT 8*16,0.010120536266002511,-0.07590537707520073,-0.014049339696676544,0.10800720609969217,-0.14969646775365192
IT 8*17,0.056715628406071805,-0.03314952720706499,-0.005525429404607318,0.041379889434145056,-0.07335240558678652
IT 8*18,0.022246229488765534,0.055631054653275225,0.019616008837047727,-0.08056078811800349,0.014047952042685274
IT 8*19,0.02224598897761132,0.05563059448233609,0.019616188317072403,-0.08055996335135429,0.014047952042685274
IT 8*20,-0.03837021749236236,0.022651034225811717,-0.007181418582803023,0.004513524866397223,-0.01800553197152288
IT 8*21,-0.032063819455570464,0.031691262388315766,0.009216109759663582,0.03569960899071889,-0.01800553197152288
IT 8*22,-0.0057214539567199685,-0.03494123714603914,-0.05610138738784248,0.01732272618644959,-0.12170585024796832
IT 8*23,0.05339426765442323,-0.10326411287451576,-0.011050132687010272,-0.06087844758615424,-0.035445222783833774
IT 8*24,-0.028144109795535166,-0.043632210572218,0.03566935999428561,-0.03044032560660681,-0.02889664564520511
IT 8*25,-0.02814434033047375,-0.043630900735212697,0.03566868732027306,-0.030440126254106303,-0.02889664564520511
IT 8*26,0.0072464222627570685,0.001522824889495178,0.017966104608816147,0.003370369976121168,-0.021869850622026066
IT 8*27,0.009468407493728126,0.010568330739287535,0.03477993314794692,0.06638352836242634,-0.021869850622026066
IT 8*28,0.006166640928337852,0.0027151683052821785,-0.05544747507436301,0.05248440496441931,-0.09002022404361582
IT 8*29,0.11045995624792448,0.0009402284695640972,-0.021490851151699686,-0.12158682924189645,0.010940812117413157
IT 8*30,-0.0006253215347671315,0.0281025285266453,0.014624214670843877,0.017712607340818032,0.017433618321795352
IT 8*31,-0.0006260512188646095,0.0281027051542293,0.01462402381566591,0.017712768033942394,0.017433618321795352
IT 8*32,0.02846853185683984,0.02155096177289262,0.09068559686798383,0.014912876840767364,0.06098102154655938
IT 9*10,0.10003846908264913,0.006264643944884907,0.05125950109808297,0.08058548172725716,0.029790255826977585
IT 9*11,0.005647244910661486,-0.03388649875322769,-0.019425786985814764,-0.21462812323936364,-0.012806980976453941
IT 9*12,0.0007903153675282715,0.0006168105638499899,0.05045640309551569,0.029739323368934256,0.014445062666878394
IT 9*13,0.0007905007353465887,0.0006173807338945014,0.05045628675499214,0.029739188940176575,0.014445062666878394
IT 9*14,0.0028506568052087955,0.005965221083322314,0.025458968314711006,-0.060409030804947084,0.03527721520215543
IT 9*15,0.004799486377318196,0.015017449470663635,0.04612223222374923,0.013416179603828127,0.03527721520215543
IT 9*16,-0.017599392029708172,-0.059911069297774344,-0.016527206691003493,0.11097304319289658,-0.14969646775365192
IT 9*17,-0.006853235247892886,-0.009793287676329365,-0.04464856316628463,-0.00417966710028983,-0.07335240558678652
IT 9*18,0.02654599888750797,0.06691586358358093,0.03114088733973361,0.0028563046547191995,0.014047952042685274
IT 9*19,0.026545722518938164,0.06691540485698133,0.031141080893961753,0.0028566731691728187,0.014047952042685274
IT 9*20,-0.03206291864643296,0.03169087045380192,0.009216017086076389,0.03569967615103198,-0.01800553197152288
IT 9*21,-0.026880271239873244,0.039925016620138365,0.030198506895346755,0.0727543754784099,-0.01800553197152288
IT 9*22,0.028795363693793763,-0.055098607085964424,-0.07384003933092959,-0.03453994548113681,-0.12170585024796832
IT 9*23,0.08752773623993793,-0.08481123686694181,-0.028130089078110654,-0.02170620589638239,-0.035445222783833774
IT 9*24,-0.022478605032673737,-0.035657912441601325,0.04181496644468646,0.00646962898362724,-0.02889664564520511
IT 9*25,-0.0224788584722464,-0.035656608503238596,0.041814381510715704,0.006469675258164775,-0.02889664564520511
IT 9*26,0.00947005049423466,0.010568462077906848,0.034779912365939136,0.0663834458559569,-0.021869850622026066
IT 9*27,0.009633046280214774,0.018846170437024745,0.056102972082459734,0.12468906495720722,-0.021869850622026066
IT 9*28,0.03502636841568174,-0.014973364430356462,-0.0699491137528439,0.21695940483668286,-0.09002022404361582
IT 9*29,0.06564896904951123,0.012208507795156365,-0.07146355463768689,-0.10329212283194233,0.010940812117413157
IT 9*30,0.004197843087251907,0.03720940946674167,0.02394939291603193,0.05013950899994524,0.017433618321795352
IT 9*31,0.00419712377096515,0.03720957636508149,0.023949235186834728,0.05013956999623437,0.017433618321795352
IT 9*32,0.04810860470256373,0.03448632743294211,0.06448624774895503,-0.0821553879379816,0.06098102154655938
IT 10*11,-0.11040611620775688,-0.09315565882425697,0.11292691890628725,0.20833292923558266,-0.07010685698729191
IT 10*12,0.032885272197053506,0.005505880085433068,-0.022369727586783017,0.003708243144942447,0.08613706683496414
IT 10*13,0.03288559641755018,0.0055061406732900275,-0.02236991677696909,0.0037080258615401207,0.08613706683496414
IT 10*14,-0.09951587252368777,0.03857804061461634,-0.06631169690961736,-0.0652756644304664,-0.021839717134703562
IT 10*15,-0.07724922100903231,0.005910079217759545,-0.03267530221196702,-0.040477380004546704,-0.021839717134703562
IT 10*16,0.11394497090545541,0.16596281219588827,0.17845864895691124,-0.08807420606804783,-0.24047374000646415
IT 10*17,-0.0704072762027732,-0.09801953863961288,0.02041384376397931,0.11550356133643225,-0.14919075691089667
IT 10*18,-0.10456119273291609,0.008717094686718996,-0.03123732056701245,-0.08665811037776161,-0.07172130261579834
IT 10*19,-0.10456158364379697,0.008716987916209784,-0.031237337075198712,-0.08665811788924893,-0.07172130261579834
IT 10*20,-0.008311966039504903,0.07812262522762792,-0.026712997698826957,-0.04038556371554908,0.020388018920005635
IT 10*21,0.018926587411285722,0.04527152095055953,0.016619792103773234,0.07521497670357302,0.020388018920005635
IT 10*22,0.08582146042397587,0.052353621800422356,0.11965396475513085,-0.1383171906351317,0.07472143113816387
IT 10*23,0.1534659867466669,-0.05110252587683228,-0.10623407135018348,0.15687125707095773,-0.004946232718599952
IT 10*24,0.10132997401380628,-0.1226633370734257,0.04458406277679827,-0.0824602619159302,0.023040347845135756
IT 10*25,0.10132946770052043,-0.12266307839956236,0.044583465442139925,-0.08246044690509419,0.023040347845135756
IT 10*26,0.0030481064990119933,-0.003509132816696625,-0.037329260650366736,0.07804250065517321,-0.1312606015160691
IT 10*27,0.02546201932718195,-0.033230140816384424,0.006275926332263926,0.20724313345624068,-0.1312606015160691
IT 10*28,-0.07070759411676741,-0.252881391882839,-0.1719851581491567,-0.055313755753481963,-0.037983481150247744
IT 10*29,0.009832632681147757,0.1853133590566005,-0.0937179734693944,-0.09736649122649021,0.13968987421500845
IT 10*30,-0.0649724996820672,0.04495052791594889,0.03903868689364026,-0.07826075167927027,-0.052423025810430346
IT 10*31,-0.06497340794832118,0.0449508004048379,0.039038201304556264,-0.07826060705182458,-0.052423025810430346
IT 10*32,-0.05150587612859814,0.012565244612061433,-0.04869930188909577,0.052375332878866976,0.15439706256156738
IT 11*12,-0.0334223467763326,-0.10125852548158032,-0.03387962103389275,-0.049619279996825694,-0.14020139043803215
IT 11*13,-0.03342146501280285,-0.10125835018114593,-0.03387987508146262,-0.049619284919637296,-0.14020139043803215
IT 11*14,-0.010571781550123616,-0.029216480578116766,0.05935094106230554,0.046916848384942256,0.03516038860243542
IT 11*15,-0.03808705974385984,-0.04309428778681079,0.022780996500150197,-0.10719306213256918,0.03516038860243542
IT 11*16,-0.3258630013178292,-0.019428426985441283,-0.24345057874722914,-0.22278631686122408,0.03957660157639015
IT 11*17,0.07969541540221936,-0.1011186990378854,0.0822728183512117,-0.17674486680947699,0.13965086267394833
IT 11*18,0.00823396770362228,-0.05221343446338933,0.038123132858659536,0.01761824469305573,0.011228235073055703
IT 11*19,0.008233430281363141,-0.05221415862181855,0.03812332394360418,0.01761840298033035,0.011228235073055703
IT 11*20,0.08755013908667819,0.09154852732220164,-0.06508811276327686,0.15730351355506356,-0.058778123309366936
IT 11*21,0.0813644115175245,0.08065363661893965,-0.10240939680947159,-0.027020115084646967,-0.058778123309366936
IT 11*22,-0.05956150881216593,0.13473943181100656,0.03798107694825936,-0.35141544695674964,0.21754439608761333
IT 11*23,-0.3455634125420307,0.13710394968038164,0.11708358092777682,0.24669775687404183,-0.18240285689311397
IT 11*24,-0.017960917336746318,0.06486170502679389,-0.02723707288908417,-0.13213817751317403,-0.008290995291819314
IT 11*25,-0.01796116846706064,0.0648623133463766,-0.02723804901448279,-0.1321369291100294,-0.008290995291819314
IT 11*26,0.08493177136857444,0.09904643563680349,0.014370466861358344,0.2860864785949748,0.00405241343894458
IT 11*27,0.06703474450250235,0.08788541497613855,-0.027732761935638783,0.1165047883844732,0.00405241343894458
IT 11*28,0.16512060054717326,0.26427934917875895,0.1426844682465206,0.24093077715357625,-0.25631253700870893
IT 11*29,0.04261760639740442,-0.1237889247053443,0.2502485165642927,0.45128609838121325,0.15429711721289713
IT 11*30,0.05099513449414539,0.05209991801845937,0.010365115813875336,-0.08404985564412937,0.11247472170069406
IT 11*31,0.050994079516565316,0.052100062979097084,0.010364699193384341,-0.08404981016288327,0.11247472170069406
IT 11*32,-0.13362281030486312,-0.07941917385716879,0.0027058177315560927,0.20625397834950743,-0.24276317272026904
IT 12*13,-0.02347080269962909,-0.10544250398313204,0.0008358566804001488,0.01979542609895779,-0.04462971778628466
IT 12*14,-0.0369157706602643,-0.07599687908019948,-0.018474993091406267,-0.09084203438809757,0.025726368232075636
IT 12*15,-0.03503861594785673,-0.06486584590400146,0.003050138647106071,-0.008811179715099815,0.025726368232075636
IT 12*16,0.03424259937694907,0.030306960645547942,0.01400950787309796,0.10508152751616961,-0.14373559408565
IT 12*17,-0.019532170367126067,0.07943654492911167,0.01107697336001523,0.019320361078208448,0.02312608785114645
IT 12*18,-0.02541249529217582,-0.0044412864752685355,-0.024857516348977843,0.020338496457270372,-0.020282850279950804
IT 12*19,-0.025412970422355463,-0.004442124109422352,-0.024857376582178514,0.020339296934395845,-0.020282850279950804
IT 12*20,-0.021434518182440354,-0.02534775484670959,-0.02957658238456684,0.040404752895561113,-0.020380292217758722
IT 12*21,-0.011356700868727088,-0.014723387088141693,-0.010286809103797756,0.061616443953916855,-0.020380292217758722
IT 12*22,0.015933809405810573,0.04925903276383592,-0.02159608319639883,0.02823863693606954,-0.05715670042238963
IT 12*23,0.020354381007636146,-0.09863748730889599,-0.02702450109666854,-0.047569852990616335,-0.03406069614918661
IT 12*24,-0.02539252083068888,-0.08868372843937578,0.018819765747473544,-0.0019799095057468907,-0.025864007088130858
IT 12*25,-0.0253928976354868,-0.08868194293025833,0.018818908969506942,-0.0019797210508394336,-0.025864007088130858
IT 12*26,0.0024122506784098885,-0.041155441745750365,0.0021184630843930075,0.040778408789708065,-0.039067021011910175
IT 12*27,0.003961929501176575,-0.030320264483661097,0.019953006641883986,0.09424715789446858,-0.039067021011910175
IT 12*28,0.0242244703901644,-0.02543252574948407,0.03424719292848799,0.08093611874837991,0.08908118324985054
IT 12*29,0.008757884112978065,0.00024277993320698243,0.025250657026501033,-0.11437581894316695,0.08345497570261495
IT 12*30,-0.021816689056813776,-0.018657081872493375,-0.0016619935950291098,0.0547061267391461,0.021833106234470545
IT 12*31,-0.02181750032893548,-0.018656872390419688,-0.001662240476302812,0.05470627674138995,0.021833106234470545
IT 12*32,-0.011742751022047804,-0.11282106190385077,-0.03457267381916107,0.12431669323743266,-0.036230501308829544
IT 13*14,-0.036915627025601916,-0.07599629014853204,-0.01847510269058905,-0.09084296488087684,0.025726368232075636
IT 13*15,-0.035038452360208416,-0.06486525992229464,0.0030500481958011805,-0.008811467096861314,0.025726368232075636
IT 13*16,0.03424204424431143,0.030307085041697324,0.01400951360882391,0.10508177319834355,-0.14373559408565
IT 13*17,-0.01953201876454591,0.07943667728698589,0.011077091676964967,0.019320616853213513,0.02312608785114645
IT 13*18,-0.025412289750892714,-0.004440617582079254,-0.02485764924136985,0.020337792303995794,-0.020282850279950804
IT 13*19,-0.025412764880979655,-0.004441455216192214,-0.02485750947455656,0.02033859278111727,-0.020282850279950804
IT 13*20,-0.021434300592663602,-0.02534715627354822,-0.029576673806025244,0.040404471875126635,-0.020380292217758722
IT 13*21,-0.011356462463868788,-0.01472279244045449,-0.010286888870105815,0.06161626526953046,-0.020380292217758722
IT 13*22,0.015933826132678353,0.04925914949088117,-0.021596295167471302,0.028238536171654727,-0.05715670042238963
IT 13*23,0.020354041990391036,-0.09863768213653135,-0.02702442570993957,-0.047569956311730444,-0.03406069614918661
IT 13*24,-0.025392243428457584,-0.08868305149917477,0.018819685468455583,-0.0019801027508459246,-0.025864007088130858
IT 13*25,-0.025392620233354424,-0.08868126598998449,0.018818828690452066,-0.001979914295856755,-0.025864007088130858
IT 13*26,0.0024124405183972852,-0.04115484938652547,0.0021183726496039057,0.04077820155606293,-0.039067021011910175
IT 13*27,0.003962140559048755,-0.03031967598636731,0.019952926741073185,0.09424702343417657,-0.039067021011910175
IT 13*28,0.024224614287990942,-0.025432377136985762,0.03424707851070308,0.08093620603273899,0.08908118324985054
IT 13*29,0.008758136814745576,0.0002428273242074397,0.02525073964221322,-0.11437566920562858,0.08345497570261495
IT 13*30,-0.02181656056588832,-0.018656470309309947,-0.0016620717960817155,0.05470594128587325,0.021833106234470545
IT 13*31,-0.02181737183797161,-0.018656260827154325,-0.0016623186773485066,0.05470609128810433,0.021833106234470545
IT 13*32,-0.011742024129489992,-0.11281991422161819,-0.034573794315602036,0.12431552967330117,-0.036230501308829544
IT 14*15,-0.014475262238584752,-0.03838269523069704,-0.02142333786423084,-0.19011053405454215,0.040427089283534556
IT 14*16,0.0061463564528214665,-0.05331802871925029,0.0028990324101692,-0.11519108817226098,0.07695318266598117
IT 14*17,-0.009995117459312974,-0.1511610280747977,0.027700496413485765,0.0397688529429987,-0.03126527086736175
IT 14*18,-0.01193366363372661,-0.014145248068848204,-0.05639165679720848,-0.04774611449389621,0.007405211454512006
IT 14*19,-0.011933938944565403,-0.014145663489902871,-0.05639149985821218,-0.047745692255655836,0.007405211454512006
IT 14*20,-0.03250054134784808,-0.03127679184301124,-0.060279303093625614,-0.026419386104105103,0.017085203204787014
IT 14*21,-0.026478964425542872,-0.021649415178289888,-0.028213347559783997,-0.005330902442964636,0.017085203204787014
IT 14*22,-0.029976800660633907,0.025775968525933113,-0.07163154926075055,0.07506574877480976,0.07061313892771126
IT 14*23,-0.06321849254263479,-0.10200477285163112,-0.002100720563199987,0.013314918188629288,-0.0020139145818110493
IT 14*24,-0.05061270268650675,-0.11299288373573124,-0.0201844874149171,-0.05639234008071181,-0.010389613585603197
IT 14*25,-0.050612938788415995,-0.11299162835400767,-0.02018514647971606,-0.056391579087461396,-0.010389613585603197
IT 14*26,0.008556004494018277,-0.042969258126204,-0.03379965378743327,-0.0680281648949681,0.009839459611836077
IT 14*27,0.010073318893976557,-0.033192807395443724,-0.0023772047235427474,-0.00020774569284509603,0.009839459611836077
IT 14*28,-0.09442608289328858,0.07870022271441335,-0.04752799688669346,-0.1561835339040798,0.02369278617344628
IT 14*29,0.07703281247377602,-0.01287979483408952,-0.007211515135007174,0.16358714356589532,-0.006126616090248227
IT 14*30,-0.010443956896062367,-0.030436635029816195,-0.03372928218364213,0.10653968064748787,0.023576623267934416
IT 14*31,-0.010444682272284456,-0.030436441769417955,-0.033729496899076894,0.10654015396215977,0.023576623267934416
IT 14*32,-0.04520383949483253,-0.07013499109726595,-0.04531426043841014,0.03789534815983686,0.0630368967731818
IT 15*16,-0.025476108711803502,-0.03675256188481413,0.013728264645741173,-0.036902504848121354,0.07695318266598117
IT 15*17,-0.07556102395106323,-0.12702330225092728,-0.0034595570123046038,0.03853548409002194,-0.03126527086736175
IT 15*18,-0.010498972597053013,-0.0026463862356951307,-0.025622811328046224,-0.07087477947275289,0.007405211454512006
IT 15*19,-0.010499286656519446,-0.002646800240879932,-0.02562263884712973,-0.0708740718454548,0.007405211454512006
IT 15*20,-0.02647780138985556,-0.02164940080435529,-0.028213499203356696,-0.005330732384879244,0.017085203204787014
IT 15*21,-0.022327048346334033,-0.012769206534434807,0.006283286328239712,0.028414270603216885,0.017085203204787014
IT 15*22,0.0007641612794259123,0.0029800663272959715,-0.08292100601858071,0.00816886210054224,0.07061313892771126
IT 15*23,-0.03433999521055475,-0.08273348262532698,-0.01602406213479768,0.04814446813160794,-0.0020139145818110493
IT 15*24,-0.048266696091999406,-0.10465608698303719,0.0023212795493249283,-0.02604282904862054,-0.010389613585603197
IT 15*25,-0.04826695307972528,-0.10465483592122471,0.0023207066777517493,-0.02604258295236872,-0.010389613585603197
IT 15*26,0.010075217735600384,-0.03319236338680098,-0.002377287522543625,-0.00020778516492514498,0.009839459611836077
IT 15*27,0.008673629194438925,-0.024140727136928275,0.03176282228178351,0.059451974557775955,0.009839459611836077
IT 15*28,-0.06815746932896127,0.05809687412446218,-0.06320480892671312,-0.022501923205859864,0.02369278617344628
IT 15*29,0.030869776007474536,-0.0026131821040569214,-0.054518009555495295,0.08670716677056678,-0.006126616090248227
IT 15*30,-0.005919195687198564,-0.020804616294737288,-0.009790093351829676,0.06205824018665207,0.023576623267934416
IT 15*31,-0.005919910019431152,-0.020804432309906917,-0.009790271489833302,0.06205840263325735,0.023576623267934416
IT 15*32,-0.03591289766701511,-0.058082285882839146,-0.02904704625050128,-0.09586475958818896,0.0630368967731818
IT 16*17,0.06368484094347981,0.21049659393180797,0.1264536576649664,0.01355259023650257,0.0018382882018460889
IT 16*18,0.037630219044874735,0.05178755660908707,0.020954651978832672,-0.0494985104532184,0.14316291270389353
IT 16*19,0.037629413177588056,0.05178708944752419,0.020954780386726213,-0.04949837560637915,0.14316291270389353
IT 16*20,0.03733955453417592,0.015068696074808097,-0.008288553243801955,-0.20422533096405804,0.04611310826264381
IT 16*21,0.008734847546747693,0.03162784625695281,0.001409378232249625,-0.19489425921904224,0.04611310826264381
IT 16*22,0.00602557865937392,-0.1183226001348483,-0.11533773911338391,0.09090165895105917,-0.10052555011320558
IT 16*23,0.1387480066067261,0.11934356007689323,-0.019104023035581508,0.0008422608537070886,-0.22481497059692712
IT 16*24,-0.0013996577449721936,0.0699022025941981,0.013197463996802772,-0.13439651442626177,0.02084189258526209
IT 16*25,-0.001400008991102042,0.0699025451067613,0.01319718972231132,-0.13439577807485037,0.02084189258526209
IT 16*26,-0.06666545421530934,-0.03893946075213839,-0.0206012181172609,0.02484017689178797,0.09610322499245727
IT 16*27,-0.10209633406091656,-0.020842204156300448,-0.005699023385913438,0.05001942437508644,0.09610322499245727
IT 16*28,-0.04952957266042721,0.11683059549219066,0.0680162668989196,-0.013494789811810404,-0.008400134198635334
IT 16*29,0.06087944117210686,-0.0010540167806725176,-0.017862722078699544,0.25044179673061584,-0.07347139141902259
IT 16*30,0.09227353717945908,-0.020463871287051294,0.008097547091428958,0.06600821075180296,0.05387193181568206
IT 16*31,0.09227383564674696,-0.02046411269384263,0.008097628396632195,0.06600789847807287,0.05387193181568206
IT 16*32,0.11676460995152516,0.10298542480154627,0.03686159762016483,-0.0774814032063762,-0.11030762276860578
IT 17*18,-0.00397790713998325,-0.003370037438659601,0.03167169450442009,0.040642623559768776,0.00598077600164737
IT 17*19,-0.00397835178912076,-0.003370962240905495,0.03167156955512096,0.04064276231607833,0.00598077600164737
IT 17*20,0.11909820059163159,-0.02204327846088261,-0.01609429013193464,-0.029672319842239725,0.058061623199844425
IT 17*21,0.05131144519871833,-0.0029920115711490336,-0.047467245861548824,-0.05570597577111974,0.058061623199844425
IT 17*22,0.12847983829573884,0.07942362502044459,0.10378862232099778,0.00923444140505203,-0.15210275132762074
IT 17*23,0.02412392626928178,-0.03776504991314056,0.06307010527100843,-0.305907660790089,0.01312420850665752
IT 17*24,-0.13339116277648344,0.09543732988769804,-0.008955415810746548,-0.08752214397190416,0.021426212665984934
IT 17*25,-0.1333920034279038,0.09543797580612812,-0.008955663838492889,-0.08752171635932271,0.021426212665984934
IT 17*26,-0.07458887718151408,-0.06154709363664135,-0.002078571774991933,0.15670928966615855,-0.02361088306998249
IT 17*27,-0.14571557152536774,-0.0388729778387884,-0.03096445891166688,0.13137715651830417,-0.02361088306998249
IT 17*28,-0.08983031840545952,-0.32511450190027247,0.18852063366159388,-0.2862298258586899,-0.13338426605028736
IT 17*29,-0.19754255990736924,0.03746126972602881,0.022611566441827602,0.12056171513653535,0.02763817908757016
IT 17*30,0.12987781937886314,-0.02872403353495878,-0.020622514630265876,0.0055147732034827035,-0.09596574511794387
IT 17*31,0.12987793211976956,-0.028724332692394272,-0.020622440864724534,0.00551449574870444,-0.09596574511794387
IT 17*32,0.03993497628870524,0.12933841085733677,0.0672618310571153,0.027673323085413593,0.1262368551832752
IT 18*19,-0.014117191834214449,0.04564563388318521,-0.06600069111569723,0.005059760526289647,-0.041413909153873885
IT 18*20,0.007198623813452265,0.03978884168433994,-0.06557482141796817,0.0646229985209481,-0.008651451236724395
IT 18*21,0.014407386215706364,0.05057221383729993,-0.035727463238363844,0.05914004404184903,-0.008651451236724395
IT 18*22,-0.007870602700334683,0.113184801327186,0.00015399132395521598,0.10136776835746142,0.07315154905713894
IT 18*23,-0.10385214950845911,-0.042555594229912064,-0.02023586064852123,0.010153627532531684,-0.039866308851735144
IT 18*24,-0.03077803126934986,-0.0229284279075046,-0.015498525602874624,0.008621936413327758,-0.03961286561472921
IT 18*25,-0.030778319504116247,-0.02292689166870443,-0.015499347032479377,0.008622505270100334,-0.03961286561472921
IT 18*26,0.03252851668771772,0.023555053763040235,-0.03465524215822832,0.011259687551800068,-0.02276225037318591
IT 18*27,0.032992883937661976,0.03474338283653533,-0.006552460394873172,0.05840615040706143,-0.02276225037318591
IT 18*28,-0.10302090759872318,0.03863433145818673,0.0388374785311118,-0.14413562443000472,0.1457930671211103
IT 18*29,0.043474405316143105,0.05538240170228459,0.031698618400164524,0.05464351717194704,0.024856322820455135
IT 18*30,0.005152489322307052,0.03523178139550143,-0.029688854017610844,0.13687624286197275,-0.007565081183412037
IT 18*31,0.005151738362594749,0.035232006415966355,-0.029689109480535436,0.1368766164245161,-0.007565081183412037
IT 18*32,-0.05321419143853251,0.04370523657055503,-0.07161943160829332,0.051512056080587065,0.007429583100249992
IT 19*20,0.007198355500509845,0.03978817284306513,-0.06557466606692389,0.06462331753520756,-0.008651451236724395
IT 19*21,0.014407083489192951,0.05057154764392546,-0.035727293456375375,0.05914025930226008,-0.008651451236724395
IT 19*22,-0.007870709880477,0.11318476925876342,0.0001540356489740935,0.10136783870721566,0.07315154905713894
IT 19*23,-0.103852744774241,-0.04255610724613357,-0.020235911390853678,0.010153742706078994,-0.039866308851735144
IT 19*24,-0.03077838714086234,-0.022929235816574245,-0.015498383353683948,0.008622236258092553,-0.03961286561472921
IT 19*25,-0.030778675375498277,-0.02292769957782892,-0.015499204783271353,0.008622805114840038,-0.03961286561472921
IT 19*26,0.03252826062569392,0.02355452949148673,-0.03465507140999469,0.011259977391075315,-0.02276225037318591
IT 19*27,0.03299259214135852,0.0347428607992355,-0.00655227894072985,0.05840635748351386,-0.02276225037318591
IT 19*28,-0.10302098604686716,0.03863419324885742,0.03883734997140692,-0.144135448015136,0.1457930671211103
IT 19*29,0.04347414684349449,0.05538167265398286,0.03169852022832942,0.054643754865987715,0.024856322820455135
IT 19*30,0.0051522724519244,0.03523119773244576,-0.02968869349451092,0.1368766962145338,-0.007565081183412037
IT 19*31,0.005151521492205768,0.035231422753013275,-0.02968894895744803,0.13687706977708092,-0.007565081183412037
IT 19*32,-0.053215052501615956,0.04370388254483215,-0.07161959182479483,0.05151230869612622,0.007429583100249992
IT 20*21,-0.07004116414731221,0.04532302288961754,-0.03267804608390418,-0.04682855262712482,-0.008598883713593741
IT 20*22,-0.006064353788245991,0.040738654596177426,0.04824134984518447,0.030000154072261975,-0.016579129253169844
IT 20*23,-0.01256190139081137,0.10895535938111589,0.018877019906295978,0.04354393439276805,0.021140298338820696
IT 20*24,-0.06986791267730985,-0.0005651875569444575,-0.03198541881008815,-0.051866972672471645,-0.030755428641921823
IT 20*25,-0.06986820491862178,-0.0005637557712233621,-0.03198602323885952,-0.05186694885157883,-0.030755428641921823
IT 20*26,-0.029685452663066325,0.002982860449229352,-0.04005242361443656,-0.11885181265942601,-0.033612070702531804
IT 20*27,-0.025929454903313776,0.012164779040685803,-0.008475234874744109,-0.05222418133787432,-0.033612070702531804
IT 20*28,-0.04546473290158204,0.06333509246094193,0.012148678290593184,-0.21016704654845064,-0.04389481567573672
IT 20*29,0.00817652624874432,0.01964974009710474,-0.03752834087340895,-0.015055561946841767,-0.022750409861867604
IT 20*30,-0.03876532576065905,0.026956770001124175,-0.049119636058961635,0.06895653757404085,-0.014745480139529477
IT 20*31,-0.03876610750370124,0.026956990210523557,-0.049119797549383504,0.06895664997092177,-0.014745480139529477
IT 20*32,0.05517592822744122,0.02761070055372339,-0.049883893139482494,0.013195388220297533,0.0361423373375751
IT 21*22,0.03175555618493431,0.014345791580539613,0.0337674672506415,-0.05662361311960229,-0.016579129253169844
IT 21*23,0.024037135952394872,0.1201778053026219,-0.0002758685480306333,0.08300403433439596,0.021140298338820696
IT 21*24,-0.061865273486862105,0.006960010090042323,-0.009259174536756842,-0.023341985810127808,-0.030755428641921823
IT 21*25,-0.06186558890060989,0.006961436005672228,-0.00925970793339237,-0.023342033448661148,-0.030755428641921823
IT 21*26,-0.025928710792570087,0.012165223256994873,-0.008475198698160269,-0.05222443599578508,-0.033612070702531804
IT 21*27,-0.023840575685891485,0.020632027717800594,0.02592495033750908,0.011106520653881624,-0.033612070702531804
IT 21*28,-0.011056159703152879,0.03788731292573555,-0.0020315275114938802,-0.04594835763496352,-0.04389481567573672
IT 21*29,-0.035781260084135846,0.023748255870368773,-0.08807916021409307,0.04938227156924624,-0.022750409861867604
IT 21*30,-0.032479833088200905,0.03568424451599306,-0.023994104495144275,0.07887684705281228,-0.014745480139529477
IT 21*31,-0.03248060309099443,0.03568445377893226,-0.023994240569082892,0.07887689534904752,-0.014745480139529477
IT 21*32,0.0833814359577274,0.03945712868577744,-0.03966036044911456,-0.03689313454824261,0.0361423373375751
IT 22*23,-0.1225665433890224,0.05928046194294678,0.24986670528923938,0.07628783192995037,0.2241987227585034
IT 22*24,0.04980652962161658,-0.04328845854129304,0.08893486323864686,0.043345979147102254,-0.023628928924636083
IT 22*25,0.04980639302649981,-0.0432884854370027,0.0889344110140865,0.04334570307708696,-0.023628928924636083
IT 22*26,-0.00581273791412984,-0.11282617911952508,0.00027703674877854745,-0.10245144425134978,0.013241826790412414
IT 22*27,0.02687297802355426,-0.1363551814619366,-0.012702365050733744,-0.2113377571096855,0.013241826790412414
IT 22*28,0.13401036998810745,0.06655188173837834,0.036902995965885976,0.0607615009205294,0.025417134962394616
IT 22*29,-0.15193124813675885,-0.05389245380576069,-0.04025757079821729,0.17582388277259564,0.007753175914052779
IT 22*30,-0.01631240239546916,-0.003858038412779652,0.054862528215902095,-0.021796865885939765,-0.007703680382181055
IT 22*31,-0.016312797012813074,-0.003857965359888804,0.05486240848272689,-0.021796876121214392,-0.007703680382181055
IT 22*32,0.017515006233307373,0.07940304677399945,0.017421681622593055,0.1516050749455773,0.03437781638432291
IT 23*24,0.10455973208352543,0.07924552437903287,0.018458290082571494,0.02757517670484466,0.007997041327279408
IT 23*25,0.10456015429643883,0.07924589434405949,0.018457827124848447,0.027575154712936034,0.007997041327279408
IT 23*26,-0.011095142867106889,0.005764492974873914,0.023423209484704333,0.026540165603790744,-0.037547275187795326
IT 23*27,0.011786281322310188,0.02087683237949145,0.005222324479366436,0.03642428647104001,-0.037547275187795326
IT 23*28,0.030403159148526537,-0.13322902419375598,-0.2116465676233239,-0.09531457070590554,0.26240576385042746
